LONGITUDE,LATITUDE,LABEL,NAME,Substation,PrimaryFee,PrimaySubs,County,InternalSb,CustomersS,PhysicalLo
36° 27' 55.1121" E,0° 45' 6.6412" S,34782 - cbc kayole,34782 - cbc kayole,34782,GILGIL INTERCONN 33KV EX SUSWA,NAIVASHA SUBSTATION,Nakuru,300643608,580.00000000000,KAYOLE AREA
36° 28' 14.5045" E,0° 45' 10.6672" S,34090 - KATOLE cbc NAIVASHA,34090 - KATOLE cbc NAIVASHA,34090,GILGIL INTERCONN 33KV EX SUSWA,NAIVASHA SUBSTATION,Nakuru,300643613,2397.00000000000,kayole
36° 33' 1.6568" E,0° 56' 29.3552" S,33079 - MAI MAHIU,33079 - MAI MAHIU,33079,TOWN 11KV EX MAI MAHIU,MAI MAHIU 66/11 SUB STATION,Nakuru,300643666,117.00000000000,mai mahiu
36° 20' 3.9400" E,0° 39' 22.3790" S,no less tx - MARULA ESTATE,no less tx - MARULA ESTATE,no less tx,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300643683,0.00000000000,near safaricom booster gilgil
36° 17' 40.6109" E,0° 52' 30.5194" S,18942 - SAFARICOM OLKARIA,18942 - SAFARICOM OLKARIA,18942,DCK NAROK 33KV EX SUSWA,NAIVASHA SUBSTATION,Nakuru,300643737,0.00000000000,OLKARIA
36° 22' 0.6927" E,0° 50' 45.7405" S,35018 - VEGPRO KENYA,35018 - VEGPRO KENYA,35018,SOUTH LAKE SHORE 11KV EX,DCK,Nakuru,300643959,511.00000000000,VEGPRO LIMITED
36° 26' 36.7293" E,0° 43' 35.4876" S,18890 - NAIVASHA HIGH,18890 - NAIVASHA HIGH,18890,KIHOTO NAIVASHA TOWN 11KV,KIHOTO SUBSTATION,Nakuru,300644231,0.00000000000,NVS TOWN
36° 26' 39.7274" E,0° 43' 43.3649" S,18891 - NAIVASHA TOWN NEAR S/,18891 - NAIVASHA TOWN NEAR S/,18891,KIHOTO NAIVASHA TOWN 11KV,KIHOTO SUBSTATION,Nakuru,300644232,1053.00000000000,lakeview
36° 26' 24.7032" E,0° 44' 1.5227" S,05209 - NAIVASHA TOWN,05209 - NAIVASHA TOWN,05209,KIHOTO NAIVASHA TOWN 11KV,KIHOTO SUBSTATION,Nakuru,300644234,276.00000000000,naivasha narok restaurant
36° 26' 26.7522" E,0° 44' 10.4694" S,18893 - NAIVASHA TOWN,18893 - NAIVASHA TOWN,18893,KIHOTO NAIVASHA TOWN 11KV,KIHOTO SUBSTATION,Nakuru,300644235,0.00000000000,NAIVASHA TOWN
36° 26' 33.7704" E,0° 43' 48.5371" S,18892 - systm reinforcement k,18892 - systm reinforcement k,18892,KIHOTO NAIVASHA TOWN 11KV,KIHOTO SUBSTATION,Nakuru,300644237,343.00000000000,DELIVERENCE CHURCH
36° 26' 45.5765" E,0° 43' 50.8274" S,18894 - sytm reinforcement ka,18894 - sytm reinforcement ka,18894,KIHOTO NAIVASHA TOWN 11KV,KIHOTO SUBSTATION,Nakuru,300644238,299.00000000000,DELIVERENCE CHURCH
36° 26' 43.2107" E,0° 44' 4.4590" S,18897 - BETTY ACADEMY,18897 - BETTY ACADEMY,18897,KIHOTO NAIVASHA TOWN 11KV,KIHOTO SUBSTATION,Nakuru,300644255,84.00000000000,betty academy
36° 26' 32.6433" E,0° 43' 58.1701" S,18895 - naivasha,18895 - naivasha,18895,KIHOTO NAIVASHA TOWN 11KV,KIHOTO SUBSTATION,Nakuru,300644256,0.00000000000,LAKE VIEW ESTATE
36° 25' 43.4204" E,0° 42' 33.8358" S,18863 - NAIVASHA,18863 - NAIVASHA,18863,KIHOTO NAIVASHA TOWN 11KV,KIHOTO SUBSTATION,Nakuru,300644450,1097.00000000000,lolo park
36° 27' 56.7128" E,0° 46' 33.4764" S,34431 - NAIVASHA,34431 - NAIVASHA,34431,TOWN FEEDER 33KV EX SUSWA,NAIVASHA SUBSTATION,Nakuru,300644518,0.00000000000,NAIVASHA
36° 21' 34.3385" E,0° 28' 3.7557" S,35405 - SAFARICOM BOOSTER,35405 - SAFARICOM BOOSTER,35405,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300644773,43.00000000000,SAFARICOM BOOSTER(RIDGE MOUNT
36° 18' 14.6857" E,0° 29' 32.1559" S,34008A - GILIGIL,34008A - GILIGIL,34008A,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300645480,24.00000000000,WELL SPRINGS ACADEMY-GILGIL
36° 18' 30.4865" E,0° 30' 24.5905" S,34790 - GILIGIL,34790 - GILIGIL,34790,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300645484,615.00000000000,OPPOSITE  LAND MARK SCHOOL
36° 16' 23.8574" E,0° 35' 35.9574" S,34248 - K.P.C_Eburu Camp,34248 - K.P.C_Eburu Camp,34248,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300645554,0.00000000000,near thome primary school
36° 13' 42.8966" E,0° 34' 39.0460" S,34250 - K.P.C_Eburu Camp,34250 - K.P.C_Eburu Camp,34250,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300645555,0.00000000000,kampi  turkana
36° 13' 22.7816" E,0° 34' 25.5823" S,34251 - K.P.C_Eburu Camp,34251 - K.P.C_Eburu Camp,34251,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300645558,0.00000000000,kampi turkana centre
36° 16' 49.2359" E,0° 38' 18.2857" S,C.B.C THOME 1 - K.P.C_Eburu C,C.B.C THOME 1 - K.P.C_Eburu C,C.B.C THOME 1,GILGIL /MARULA EX LANET,LANET SUBSTATION,Nakuru,300645595,57.00000000000,camp brethren medical centre
35° 42' 21.3956" E,0° 16' 2.9258" S,18363 - ST JUDE CATHOLIC,18363 - ST JUDE CATHOLIC,18363,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300646697,38.00000000000,behind st judes catholic chur
35° 40' 29.3143" E,0° 24' 11.3999" S,34768 - SIWOT,34768 - SIWOT,34768,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300646700,30.00000000000,SIWOT
35° 41' 2.2396" E,0° 22' 23.0305" S,35500 - SEGUTON MARKET,35500 - SEGUTON MARKET,35500,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300646766,148.00000000000,seguton market
35° 41' 4.9481" E,0° 24' 13.1143" S,34769 - SIWOT,34769 - SIWOT,34769,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300646768,60.00000000000,Siwot
35° 40' 40.8366" E,0° 24' 42.6790" S,34749 - SIWOT GIRLS SECONDARY,34749 - SIWOT GIRLS SECONDARY,34749,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300646769,12.00000000000,Siwot Girls
35° 35' 2.1997" E,0° 34' 5.8530" S,34145 - ARORWET PRIMARY SCHOOL,34145 - ARORWET PRIMARY SCHOOL,34145,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300646815,86.00000000000,arorwat secondary School
35° 38' 1.2551" E,0° 33' 9.3043" S,34349 - CHEMUSIAN MARKET,34349 - CHEMUSIAN MARKET,34349,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300646822,55.00000000000,chebetoi primary school
35° 39' 15.1171" E,0° 34' 27.5210" S,34297 - IRONGO MARKET,34297 - IRONGO MARKET,34297,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300646826,162.00000000000,irrongo fpk local church
35° 38' 57.5798" E,0° 34' 20.2900" S,35051 - CUSTOMER BASE CREATIO,35051 - CUSTOMER BASE CREATIO,35051,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300646827,24.00000000000,CBC IRONGO
35° 39' 39.6009" E,0° 32' 53.6299" S,34392 - AINAMOI DISPENSARY,34392 - AINAMOI DISPENSARY,34392,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300646833,33.00000000000,AINAMOI DISPENSARY
35° 45' 33.2037" E,0° 16' 51.9679" S,05223 - St. Andrews School,05223 - St. Andrews School,05223,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300646864,191.00000000000,near st andrew
35° 45' 33.8607" E,0° 16' 42.2727" S,17758 - ST.ANDREWS SCH_TURI,17758 - ST.ANDREWS SCH_TURI,17758,LANET RONGAI ELBURGON 33K,LANET SUBSTATION,Nakuru,300646866,14.00000000000,in st andrews turi school
35° 45' 52.4442" E,0° 16' 41.6964" S,34330 - CHEBAKA SEC SCH,34330 - CHEBAKA SEC SCH,34330,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300646870,45.00000000000,OPPOSITE  THE AIR STRIP
35° 45' 5.7035" E,0° 16' 20.9495" S,05774 - Crown Foods Ltd,05774 - Crown Foods Ltd,05774,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300646871,714.00000000000,in crown foods
35° 39' 45.4990" E,0° 27' 10.6903" S,34370 - KAPKURES DAM KERINGET,34370 - KAPKURES DAM KERINGET,34370,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300646875,27.00000000000,Kapkures center
35° 49' 32.1473" E,0° 13' 16.5587" S,34971 - LELECHWET,34971 - LELECHWET,34971,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300647154,0.00000000000,LELECHWET
35° 49' 35.0870" E,0° 14' 37.3619" S,34465 - MATUIKU,34465 - MATUIKU,34465,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300647157,0.00000000000,MATUIKU
35° 39' 7.8431" E,0° 37' 14.2955" S,34091 - AMBUSKET MARKET,34091 - AMBUSKET MARKET,34091,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300647423,50.00000000000,Ambusket market
35° 38' 59.7521" E,0° 37' 47.0198" S,34180 - AMBUSKET SECONDARY SC,34180 - AMBUSKET SECONDARY SC,34180,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300647424,9.00000000000,between ambusket primary scho
35° 38' 20.3360" E,0° 37' 55.0586" S,34331 - CUSTOMER BASE CREATIO,34331 - CUSTOMER BASE CREATIO,34331,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300647426,18.00000000000,Customer base creation
35° 38' 9.7341" E,0° 38' 30.6869" S,34181 - KAPLAMA HEALTH CENTER,34181 - KAPLAMA HEALTH CENTER,34181,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300647427,9.00000000000,KAPLAMA HEALTH CENTER
35° 37' 24.9076" E,0° 38' 27.9893" S,34617 - KIMUGUL PRIMARY SCHOOL,34617 - KIMUGUL PRIMARY SCHOOL,34617,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300647428,1079.00000000000,KIMUGUL SCHOOL
35° 40' 44.2183" E,0° 19' 40.8103" S,35526 - C.B.C. MUCHORWE,35526 - C.B.C. MUCHORWE,35526,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300647451,9.00000000000,Muchorwe
35° 39' 38.2518" E,0° 20' 41.7721" S,18945 - WIRA MARKET,18945 - WIRA MARKET,18945,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300647456,52.00000000000,Kimkasa
35° 37' 0.4710" E,0° 20' 12.0090" S,34882 - TOMOYETTA SECONDARY S,34882 - TOMOYETTA SECONDARY S,34882,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300647466,3.00000000000,temoyetta secondary school
36° 17' 58.0767" E,0° 28' 27.4970" S,S_S NO NO G53404 - GILGIL STA,S_S NO NO G53404 - GILGIL STA,S_S NO NO G53404,GILGIL TOWN 11KV EX GILGI,GILGIL,Nakuru,300647547,138.00000000000,NEAR KEKOPEY SUBSTATION
35° 36' 20.3613" E,0° 38' 5.4765" S,34124 - EMITIK GIRLS SECONDAR,34124 - EMITIK GIRLS SECONDAR,34124,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300647869,36.00000000000,Emitik Secondary
35° 36' 24.1329" E,0° 38' 51.2432" S,35149 - CHIKAMBA MARKET,35149 - CHIKAMBA MARKET,35149,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300647870,9.00000000000,Chikamba market
35° 36' 7.3591" E,0° 39' 23.0978" S,35150 - CHIKAMBA SECONDARY SC,35150 - CHIKAMBA SECONDARY SC,35150,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300647872,18.00000000000,Chikamba School
35° 37' 48.2319" E,0° 35' 3.3905" S,35246 - WAMKONG MARKET,35246 - WAMKONG MARKET,35246,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300647878,26.00000000000,near wamkog market
35° 37' 4.8235" E,0° 35' 14.2722" S,35247 - WAMKONG POLYTECHNIC,35247 - WAMKONG POLYTECHNIC,35247,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300647879,15.00000000000,near wamkog  primary
35° 38' 2.6399" E,0° 35' 16.5493" S,18148 - CHEPNYARIRO MARKET,18148 - CHEPNYARIRO MARKET,18148,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300647880,18.00000000000,chepnyalilo mkt
35° 40' 41.7947" E,0° 38' 7.2363" S,35301 - KABIGERIET PRIMARY SC,35301 - KABIGERIET PRIMARY SC,35301,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300647893,45.00000000000,kitoben primary school
35° 39' 54.2352" E,0° 37' 54.3484" S,35300 - KABIGERIET MARKET,35300 - KABIGERIET MARKET,35300,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300647894,21.00000000000,kabigeriet primary school
35° 49' 28.2847" E,0° 07' 26.2015" S,18472 - KANDUTURA DISPENSARY,18472 - KANDUTURA DISPENSARY,18472,RONGAI TOWN 11KV EX RONGA,RONGAI,Nakuru,300647924,64.00000000000,KADUTURA DISPENSARY
35° 49' 50.5376" E,0° 13' 8.2402" S,34681 - LELECHWET,34681 - LELECHWET,34681,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300647926,0.00000000000,LELECHWET
35° 50' 35.1841" E,0° 13' 48.5096" S,34237 - POROR,34237 - POROR,34237,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300647932,109.00000000000,near bororo school
35° 48' 52.0329" E,0° 16' 43.4135" S,34746 - TERGAT,34746 - TERGAT,34746,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300647934,30.00000000000,tegat
35° 44' 45.1933" E,0° 19' 35.3310" S,35605 - ACK MIANZINI,35605 - ACK MIANZINI,35605,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300647942,67.00000000000,Church of Restoration Molo
35° 45' 6.0195" E,0° 19' 16.1704" S,34734 - MIANZINI,34734 - MIANZINI,34734,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300647943,0.00000000000,TURI
35° 51' 56.6840" E,0° 11' 9.3284" S,18082 - CARZAN,18082 - CARZAN,18082,RONGAI TOWN 11KV EX RONGA,RONGAI,Nakuru,300647951,115.00000000000,carzon flowers
35° 52' 2.5870" E,0° 10' 58.1941" S,17972 - CARZAN,17972 - CARZAN,17972,RONGAI TOWN 11KV EX RONGA,RONGAI,Nakuru,300647954,0.00000000000,carzon flowers
35° 51' 0.9711" E,0° 10' 53.1390" S,18675 - GOGAR FARM RONGAI,18675 - GOGAR FARM RONGAI,18675,RONGAI TOWN 11KV EX RONGA,RONGAI,Nakuru,300647987,94.00000000000,gorgar farm rongai
35° 40' 43.5665" E,0° 28' 11.7222" S,34332 - KAPSEMBOIYWO,34332 - KAPSEMBOIYWO,34332,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300647991,39.00000000000,Kapsemboiywo
35° 39' 56.1121" E,0° 28' 35.7879" S,34797 - KAPSEMBOIYWO,34797 - KAPSEMBOIYWO,34797,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300648131,34.00000000000,kapsemboiywo
35° 40' 2.0245" E,0° 27' 50.6481" S,35501 - KAPSEMBOIYWO,35501 - KAPSEMBOIYWO,35501,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300648132,12.00000000000,Kapsemboiywo
35° 40' 36.5338" E,0° 19' 34.4040" S,35552 - FTU 11,35552 - FTU 11,35552,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300648189,3.00000000000,Ftu 11
35° 38' 59.4155" E,0° 23' 15.3178" S,34052 - LANGWENDA MARKET,34052 - LANGWENDA MARKET,34052,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300648190,159.00000000000,on the way to langwenda prima
35° 37' 48.1568" E,0° 25' 23.5711" S,35553 - CHESIRIKWA MARKET,35553 - CHESIRIKWA MARKET,35553,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300648191,36.00000000000,chesirikwa shopping centre
35° 36' 26.1634" E,0° 26' 5.7511" S,18930 - CHEMANER MARKET,18930 - CHEMANER MARKET,18930,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300648193,36.00000000000,chemaner market
35° 34' 39.4189" E,0° 24' 49.9548" S,34587 - KAMWAURA  MARKET,34587 - KAMWAURA  MARKET,34587,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300648194,187.00000000000,kamwaura market
35° 34' 11.0046" E,0° 23' 21.0330" S,34586 - SITOITO MARKET,34586 - SITOITO MARKET,34586,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300648201,55.00000000000,sitoito market
35° 51' 7.8978" E,0° 08' 42.1670" S,34437 - ROTICH,34437 - ROTICH,34437,RONGAI TOWN 11KV EX RONGA,RONGAI,Nakuru,300648203,9.00000000000,X_Batra Rongai scheme
35° 51' 34.9426" E,0° 08' 52.7643" S,34551 - KIMANGU,34551 - KIMANGU,34551,RONGAI TOWN 11KV EX RONGA,RONGAI,Nakuru,300648204,6.00000000000,X BATRA
35° 35' 4.0500" E,0° 25' 40.4602" S,35203 - KAMWAURA SECONDARY SH,35203 - KAMWAURA SECONDARY SH,35203,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300648208,27.00000000000,kamwaura secondary school
35° 33' 38.2100" E,0° 26' 38.5556" S,35204 - TAITA MARKET,35204 - TAITA MARKET,35204,RONGAI OLENGURUONE33K EX SOILO,NAKURU WEST (SOILO)  SUBSTATION,Nakuru,300648210,59.00000000000,taita centre
35° 43' 49.2297" E,0° 18' 33.1873" S,34656 - CHANDERA PRIMARY SCHO,34656 - CHANDERA PRIMARY SCHO,34656,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300648372,318.00000000000,CHANDERA PRIMARY SCHOOL
35° 43' 47.9516" E,0° 18' 53.0746" S,34657 - INOORO MARKET,34657 - INOORO MARKET,34657,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300648374,75.00000000000,inooro trading center
35° 42' 44.6591" E,0° 18' 52.4718" S,34658 - KAYOLE MARKET,34658 - KAYOLE MARKET,34658,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300648375,115.00000000000,kayole molo
35° 41' 53.8998" E,0° 19' 23.5814" S,34659 - MUCHORWE DISPENSARY,34659 - MUCHORWE DISPENSARY,34659,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300648376,42.00000000000,mushorwe dispensery
35° 44' 54.3985" E,0° 16' 59.7678" S,35569 - CUSTOMER BASE CREATIO,35569 - CUSTOMER BASE CREATIO,35569,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300648391,30.00000000000,Customer
35° 44' 31.8035" E,0° 17' 37.8278" S,35123 - C.B.C KAP ROAD,35123 - C.B.C KAP ROAD,35123,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300648392,99.00000000000,nyeki village
36° 08' 39.5305" E,0° 17' 24.5246" S,18857 - KIAMUNYEKI REINFORCEM,18857 - KIAMUNYEKI REINFORCEM,18857,NYAHURURU/MARALAL 33Kv L1,LANET SUBSTATION,Nakuru,300648412,287.00000000000,lanet sda church kiamunyeki
36° 08' 54.1847" E,0° 17' 17.2226" S,18858 - KIAMUNYEKI REINFORCEM,18858 - KIAMUNYEKI REINFORCEM,18858,NYAHURURU/MARALAL 33Kv L1,LANET SUBSTATION,Nakuru,300648414,1243.00000000000,works  area
36° 05' 31.9881" E,0° 15' 14.7054" S,35385 - ORANGE_MENENGAI CRATER,35385 - ORANGE_MENENGAI CRATER,35385,MILIMANI  11KV  EX  NAKURU,LANET SUBSTATION,Nakuru,300648443,0.00000000000,STAR TIMES COMPANY
36° 04' 45.7762" E,0° 16' 40.2393" S,05486 - Elgeyo  Ave. Samia,05486 - Elgeyo  Ave. Samia,05486,MILIMANI  11KV  EX  NAKURU,LANET SUBSTATION,Nakuru,300648449,97.00000000000,NAKURU
36° 08' 37.5752" E,0° 16' 52.2316" S,18859 - KIAMUNYEKI REINFORCEM,18859 - KIAMUNYEKI REINFORCEM,18859,NYAHURURU/MARALAL 33Kv L1,LANET SUBSTATION,Nakuru,300648541,48.00000000000,next soujanas accademey
36° 08' 11.3085" E,0° 16' 12.3072" S,35677 - KIAMUNYEKI 15 APPLICA,35677 - KIAMUNYEKI 15 APPLICA,35677,NORTH 11Kv EX LANET,LANET SUBSTATION,Nakuru,300648543,476.00000000000,KIAMUNYEKI
36° 08' 23.3913" E,0° 16' 30.7979" S,17232 - 15 Applicants Kiamun,17232 - 15 Applicants Kiamun,17232,NYAHURURU/MARALAL 33Kv L1,LANET SUBSTATION,Nakuru,300648544,297.00000000000,kiamunyeki
36° 07' 58.5204" E,0° 16' 40.9835" S,05784 - SYSTEM AT STN 17538 5,05784 - SYSTEM AT STN 17538 5,05784,NORTH 11Kv EX LANET,LANET SUBSTATION,Nakuru,300648545,790.00000000000,TWO IN ONE AREA NAKURU
36° 08' 5.6834" E,0° 16' 53.5817" S,18860 - SYSTEM AT STN 17538 5,18860 - SYSTEM AT STN 17538 5,18860,NORTH 11Kv EX LANET,LANET SUBSTATION,Nakuru,300648548,415.00000000000,NAKURU
36° 08' 11.3009" E,0° 15' 18.2205" S,34427 - ST.GEORGE AREA,34427 - ST.GEORGE AREA,34427,NYAHURURU/MARALAL 33Kv L1,LANET SUBSTATION,Nakuru,300648550,470.00000000000,NEAR ST. PAUL BUILDING
36° 08' 25.1898" E,0° 15' 5.3180" S,35676 - CLEPHAS -SYSTEM REINF,35676 - CLEPHAS -SYSTEM REINF,35676,NYAHURURU/MARALAL 33Kv L1,LANET SUBSTATION,Nakuru,300648551,170.00000000000,HAIKWA
36° 08' 18.9068" E,0° 14' 48.0103" S,34406 - 15 Applicants,34406 - 15 Applicants,34406,NYAHURURU/MARALAL 33Kv L1,LANET SUBSTATION,Nakuru,300648552,78.00000000000,kerioba location
36° 08' 3.7416" E,0° 14' 10.4789" S,18250 - NGASHURA,18250 - NGASHURA,18250,NYAHURURU/MARALAL 33Kv L1,LANET SUBSTATION,Nakuru,300648554,84.00000000000,NGASHURA
36° 08' 3.9879" E,0° 13' 37.3538" S,35674 - C.B.C. MAILI SITA,35674 - C.B.C. MAILI SITA,35674,NYAHURURU/MARALAL 33Kv L1,LANET SUBSTATION,Nakuru,300648557,105.00000000000,NAKURU
36° 07' 35.4464" E,0° 13' 3.1050" S,35675 - C.B.C. NYATHUNA,35675 - C.B.C. NYATHUNA,35675,NYAHURURU/MARALAL 33Kv L1,LANET SUBSTATION,Nakuru,300648558,113.00000000000,NYATHUNA
36° 07' 9.5005" E,0° 10' 41.3674" S,18160 - G.E.A/ OPRAYER CENTRE,18160 - G.E.A/ OPRAYER CENTRE,18160,NYAHURURU/MARALAL 33Kv L1,LANET SUBSTATION,Nakuru,300648562,149.00000000000,prayer center
36° 07' 13.3239" E,0° 10' 24.6150" S,18366 - MAILI KUMI,18366 - MAILI KUMI,18366,NYAHURURU/MARALAL 33Kv L1,LANET SUBSTATION,Nakuru,300648564,303.00000000000,maili kumi
36° 06' 37.9656" E,0° 09' 22.1241" S,18448 - ST.JOSEPH SEC SCHOOL,18448 - ST.JOSEPH SEC SCHOOL,18448,NYAHURURU/MARALAL 33Kv L1,LANET SUBSTATION,Nakuru,300648567,201.00000000000,wanyororo
36° 06' 35.0563" E,0° 10' 40.0091" S,35670 - GDC-MENEGAI,35670 - GDC-MENEGAI,35670,NYAHURURU/MARALAL 33Kv L1,LANET SUBSTATION,Nakuru,300648569,2507.00000000000,GDC SITE MENENGAI
36° 05' 4.4735" E,0° 18' 10.8370" S,05415 - KALOLENI C,05415 - KALOLENI C,05415,GAME PARK 11KV EX MWARIKI,MWARIKI 33/11KV,Nakuru,300648613,2111.00000000000,KALOLENI
36° 04' 48.9068" E,0° 17' 40.2685" S,35979 - BONDENI,35979 - BONDENI,35979,GAME PARK 11KV EX MWARIKI,MWARIKI 33/11KV,Nakuru,300648616,1026.00000000000,bodeni
36° 06' 50.2525" E,0° 16' 23.4894" S,18291 - LEE NJIRU,18291 - LEE NJIRU,18291,NORTH 11Kv EX LANET,LANET SUBSTATION,Nakuru,300648671,1103.00000000000,deliverance church favourland
35° 41' 35.5908" E,0° 11' 37.3201" S,34135 - BARAKA CASINO,34135 - BARAKA CASINO,34135,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300648743,253.00000000000,BARAKA  CASINO
35° 41' 5.8097" E,0° 11' 43.4778" S,34686 - MUCHORWE PRI. SCHOOL,34686 - MUCHORWE PRI. SCHOOL,34686,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300648744,90.00000000000,near muchorwe secondary schoo
35° 40' 47.1514" E,0° 11' 42.5661" S,34687 - MUCHORWE /AFRICA,34687 - MUCHORWE /AFRICA,34687,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300648745,30.00000000000,african farm
35° 41' 49.5568" E,0° 12' 26.2985" S,17958 - MELOY CONSTRUCTION,17958 - MELOY CONSTRUCTION,17958,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300648760,40.00000000000,MELOY CONSTRUCTION
35° 42' 29.4032" E,0° 13' 49.1428" S,18856 - TAYARI FARM,18856 - TAYARI FARM,18856,MOLO 11KV EX ELBURGON,ELBURGON,Nakuru,300648766,116.00000000000,tayari near kag church
